open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr_14,volume_ma_20,roc_12,close_ma_5,close_std_5
2021-11-17,1.91,1.91,1.7121,1.7121,39217,2021-11-17 23:59:59.999,70429.10280,63,10172,18744.02570,0,43.31671690238813,-0.02275615890588134,-0.007456379365621554,-0.015299779540259788,2.2236333508751778,1.984185,1.7447366491248226,0.24813571428571432,157624.7,-13.095781940003045,1.9165800000000002,0.14372293484339915
2021-11-18,1.85,1.8791,1.621,1.7438,171543,2021-11-18 23:59:59.999,291295.68670,38,22736,37007.30020,0,45.44393886360985,-0.0338431671648296,-0.012782865084901071,-0.021060302079928532,2.2253670240749353,1.9675,1.7096329759250648,0.2552142857142857,162315.1,-11.486726562103444,1.8953400000000002,0.16262646771051736
2021-11-19,1.7438,1.8896,1.7,1.8693,57334,2021-11-19 23:59:59.999,104403.43780,54,27991,51502.94660,0,47.151898734177216,-0.03360552011050566,-0.016978353329184615,-0.016627166781321045,2.2130624648020603,1.9570899999999998,1.7011175351979393,0.24804285714285715,160395.65,-5.116491548652353,1.86788,0.15026518891612894
2021-11-20,1.8871,2.0,1.8569,1.9147,242942,2021-11-20 23:59:59.999,463293.08790,55,45986,86699.13580,0,48.473829201101935,-0.029938431118103903,-0.019585760301082587,-0.010352670817021317,2.195290415978199,1.947825,1.7003595840218007,0.24498571428571428,168160.3,-2.8120399979696407,1.83398,0.09996277807264013
2021-11-21,1.915,1.99,1.9147,1.9147,145435,2021-11-21 23:59:59.999,278703.88250,30,4908,9636.82000,0,48.473829201101935,-0.026736914383383326,-0.021022777238161712,-0.005714137145221614,2.1919851123321568,1.9445749999999997,1.6971648876678427,0.24037142857142854,161489.05,-16.479825517993454,1.83092,0.09646150527542015
2021-11-22,1.9147,1.9147,1.9065,1.9065,169365,2021-11-22 23:59:59.999,323147.79990,44,0,0.00000,0,48.25581395348838,-0.024502866017835245,-0.021721434446402992,-0.002781431571432253,2.19076183593058,1.942765,1.69476816406942,0.23603571428571427,155093.95,-3.2282625247449306,1.8698000000000001,0.07289574747541823
2021-11-23,1.9065,1.9241,1.7,1.7,144409,2021-11-23 23:59:59.999,261455.32750,40,0,0.00000,0,32.64804076612195,-0.036976329012639475,-0.024781662330908998,-0.012194666681730477,2.2013507619436834,1.93063,1.6599092380563167,0.22133571428571425,157065.1,-18.62914034080031,1.8610399999999998,0.09196128533246985
2021-11-24,1.8,1.8,1.5,1.6203,54187,2021-11-24 23:59:59.999,90268.68430,27,10607,17370.83870,0,38.05817287996724,-0.05191214285820456,-0.030220909729607226,-0.02169123312859733,2.2208544602148503,1.9166450000000002,1.6124355397851498,0.21973571428571428,140568.3,-12.345144711928588,1.8112400000000002,0.14081444528172488
2021-11-25,1.6203,1.7305,1.62,1.72,199079,2021-11-25 23:59:59.999,335746.41140,33,73620,120218.98550,0,37.226681428176036,-0.05582397439910114,-0.03535144656502412,-0.02047252783407702,2.21945619819176,1.90414,1.5888238018082397,0.20406428571428567,137392.1,-7.027027027027033,1.7723,0.1316757190980929
2021-11-26,1.72,1.72,1.5095,1.558,541854,2021-11-26 23:59:59.999,912412.30050,32,4600,7271.72000,0,39.370654957921694,-0.06990494078911191,-0.042272855771823395,-0.02763208501728852,2.232740505925123,1.8835349999999997,1.5343294940748766,0.20113571428571422,158179.5,-22.356224459284366,1.7009599999999998,0.13186520769331012
2021-11-27,1.5732,1.584,1.4,1.5781,266783,2021-11-27 23:59:59.999,413385.42030,37,150392,237121.94310,0,40.184824200418745,-0.0786262117635661,-0.0495525387812426,-0.029073672982323502,2.235942398200345,1.8639350000000001,1.4919276017996554,0.19851428571428567,162326.55,-24.282698397466653,1.6352799999999998,0.07216700769742203
2021-11-28,1.5781,1.5781,1.4,1.4,685387,2021-11-28 23:59:59.999,1039133.11490,39,2534,3852.90240,0,28.437366699843594,-0.09755255432355936,-0.059162058697275845,-0.038390495626283515,2.25722169765481,1.83543,1.4136383023451897,0.1971857142857143,192290.8,-27.46113989637306,1.57528,0.1161898317409908
2021-11-29,1.59,1.6329,1.45,1.45,41499,2021-11-29 23:59:59.999,63804.16650,16,583,942.01140,0,27.005076142131983,-0.10753153048371833,-0.06884362358052395,-0.038687906903194375,2.19045726020945,1.7933050000000001,1.3961527397905507,0.19417857142857145,186178.3,-15.30868524034811,1.54122,0.12436656303042123
